Langue,Extension,Code,Nom de la carte,Rareté,1st Edition,Unlimited,Limited / Autre,Quantité,N° Artwork,Reprint
Français (France),DP09,DP09-FR012,Gardien Zéro,C,NM,,,1,,
Français (France),DP09,DP09-FR015,Guerrier de la Route,R,NM,,,1,,
Français (France),DP09,DP09-FR017,Étoile de Vigilance,C,NM,,,1,,
Français (France),DP09,DP09-FR018,Un pour Un,R,PO,,,1,,
Français (France),DP09,DP09-FR019,Onde de Libération,C,NM,,,1,,
Français (France),DP09,DP09-FR020,Aile de Platine,C,NM,,,1,,
Français (France),DP09,DP09-FR020,Aile de Platine,C,NM,,,1,,
Français (France),DP09,DP09-FR021,Pioche Évoluée,C,NM,,,1,,
Français (France),DP09,DP09-FR022,Activation Mode Assaut,C,NM,,,1,,
Français (France),DP09,DP09-FR023,Force Spirituelle,C,NM,,,1,,
Français (France),DP09,DP09-FR024,Descente de l'Étoile Oubliée,C,NM,,,1,,
Français (France),DP09,DP09-FR025,Ellipse Miraculeuse,C,NM,,,1,,
Français (France),DP09,DP09-FR026,Héritier Talentueux,R,NM,,,1,,
Français (France),DP09,DP09-FR027,Trêve Solide,C,NM,,,1,,
Français (France),DP09,DP09-FR028,Erreur d'Invocation,C,NM,,,1,,
Français (France),DP09,DP09-FR030,Barrière Syntonisatrice,SR,NM,,,1,,
Anglais (Monde),DT01,DT01-EN008,Winged Kuriboh,CDT,NM,,,1,,
Anglais (Monde),DT01,DT01-EN073,X-Saber Anu Piranha,CDT,,,NM,1,,
Français (France),ABPF,ABPF-FR001,Unicycular,C,NM,,,1,,
Français (France),ABPF,ABPF-FR016,Protectrice Reptilia,C,NM,,,1,,
Français (France),ABPF,ABPF-FR022,Apocatequil,C,NM,,,1,,
Français (France),ABPF,ABPF-FR023,Supay,C,NM,,,1,,
Français (France),ABPF,ABPF-FR028,Héritier des Protecteurs du Tombeau,R,NM,,,1,,
Français (France),ABPF,ABPF-FR030,Déchiqueteur,C,NM,,,1,,
Français (France),ABPF,ABPF-FR034,Gundari,C,NM,,,1,,
Français (France),ABPF,ABPF-FR053,Piolet de Puissance,R,NM,,,1,,
Français (France),ABPF,ABPF-FR074,Roi Machine - 3000 AV. J.-C.,C,NM,,,1,,
Français (France),ABPF,ABPF-FR075,Cerveau Alien,C,NM,,,1,,
Français (France),ABPF,ABPF-FR076,Temple Oublié des Profondeurs,C,NM,,,1,,
Français (France),ABPF,ABPF-FR078,Malédiction Psychique,C,NM,,,1,,
Français (France),ABPF,ABPF-FR093,Viser Des le Maléfique,R,NM,,,1,,
Français (France),ABPF,ABPF-FRSE2,Dragon Sombre Métallique aux Yeux Rouges,SR,,,NM,1,,
Français (France),SDMM,SDMM-FR001,Forteresse Méchabot,U,,NM,,1,,
Français (France),SDMM,SDMM-FR002,Ravitailleur Méchabot,SR,,NM,,1,,
Français (France),SDMM,SDMM-FR003,Médiateur Méchabot,SR,,NM,,1,,
Français (France),SDMM,SDMM-FR004,Recycleur de Ferraille,C,NM,,,1,,
Français (France),SDMM,SDMM-FR005,Commandant Convington,C,NM,,,1,,
Français (France),SDMM,SDMM-FR006,Soldat Méchabot,C,NM,,,1,,
Français (France),SDMM,SDMM-FR007,Sniper Méchabot,C,NM,,,1,,
Français (France),SDMM,SDMM-FR008,Défenseur Méchabot,C,NM,,,1,,
Français (France),SDMM,SDMM-FR009,Force Méchabot,C,,NM,,1,,
Français (France),SDMM,SDMM-FR010,Soldat Cipher,C,,NM,,1,,
Français (France),SDMM,SDMM-FR011,Sphère Explosive,C,,NM,,1,,
Français (France),SDMM,SDMM-FR012,Plateforme de Soutien des Engins Lourds,C,NM,,,1,,
Français (France),SDMM,SDMM-FR013,Cyber Dragon,C,,NM,,1,,
Français (France),SDMM,SDMM-FR013,Cyber Dragon,C,NM,,,1,,
Français (France),SDMM,SDMM-FR014,Cyber Dragon Proto,C,,NM,,1,,
Français (France),SDMM,SDMM-FR014,Cyber Dragon Proto,C,NM,,,1,,
Français (France),SDMM,SDMM-FR015,Gadget Vert,C,,NM,,1,,
Français (France),SDMM,SDMM-FR016,Gadget Rouge,C,NM,,,1,,
Français (France),SDMM,SDMM-FR017,Gadget Jaune,C,NM,,,1,,
Français (France),SDMM,SDMM-FR018,Cyber Vouivre Cuirassée,C,,NM,,2,,
Français (France),SDMM,SDMM-FR019,Nâga Cyber,C,NM,,,1,,
Français (France),SDMM,SDMM-FR020,Saturne le Puissante,C,,NM,,1,,
Français (France),SDMM,SDMM-FR021,Unité Cuirassée Méchabot,C,,NM,,1,,
Français (France),SDMM,SDMM-FR022,Prohibition,C,,NM,,1,,
Français (France),SDMM,SDMM-FR023,Épées de Révélation de la Lumière,C,NM,,,1,,
Français (France),SDMM,SDMM-FR024,Rétrecissement,C,,NM,,1,,
Français (France),SDMM,SDMM-FR025,Base de la Ligne de Front,C,NM,,,1,,
Français (France),SDMM,SDMM-FR026,Machine de Duplication,C,,NM,,1,,
Français (France),SDMM,SDMM-FR027,Invocation Infernale Téméraire,C,NM,,,1,,
Français (France),SDMM,SDMM-FR028,Destruction de Main,C,NM,,,1,,
Français (France),SDMM,SDMM-FR029,Changeur de Carte,C,,NM,,1,,
Français (France),SDMM,SDMM-FR030,Solidarité,C,,NM,,1,,
Français (France),SDMM,SDMM-FR031,Machine à Voyager Dans le Temps,C,,NM,,1,,
Français (France),SDMM,SDMM-FR032,Prison Dimensionnelle,C,NM,,,1,,
Français (France),SDMM,SDMM-FR033,Métalmorphe,C,,NM,,1,,
Français (France),SDMM,SDMM-FR034,Métalmorphe Rare,C,,NM,,1,,
Français (France),SDMM,SDMM-FR035,Cessez-le-Feu,C,NM,,,1,,
Français (France),SDMM,SDMM-FR036,Dispositif d'Évacuation Obligatoire,C,,NM,,1,,
Français (France),SDMM,SDMM-FR037,Lancement !,C,,NM,,1,,
Français (France),WC10,WC10-FR001,Maître Samouraï des Katanas,SR,,NM,,1,,
Français (France),WC10,WC10-FR003,Sergent Stygien,SR,,NM,,1,,
Français (France),DPKB,DPKB-FR014,Dragon Extra-Dimensionnel,R,,NM,,1,,
Français (France),DPKB,DPKB-FR025,Canon Dragon XYZ,SR,,NM,,1,,
Français (France),DPKB,DPKB-FR033,Ristourne,R,NM,,,1,,
Français (France),DPKB,DPKB-FR034,Anneau de Défense,C,NM,,,1,,
Français (France),TSHD,TSHD-FR001,Aile Noire - Ghibli le Vent Flamboyant,C,NM,,,2,,
Français (France),TSHD,TSHD-FR003,Aile Noire - Brise le Zéphyr,U,NM,,,1,,
Français (France),TSHD,TSHD-FR004,Alternateur Synchronique,C,NM,,,3,,
Français (France),TSHD,TSHD-FR007,Quaterback Archdémon,C,NM,,,1,,
Français (France),TSHD,TSHD-FR010,Résonateur des Flammes,C,NM,,,1,,
Français (France),TSHD,TSHD-FR020,Sagittaire Féerique,C,,NM,,1,,
Français (France),TSHD,TSHD-FR031,Trigon,C,NM,,,1,,
Français (France),TSHD,TSHD-FR032,Testudo erat Numen,C,NM,,,1,,
Français (France),TSHD,TSHD-FR043,Rose Splendide,UTR,NM,,,1,,
Français (France),TSHD,TSHD-FR045,Mitrailleuse Ailes Sombres,C,NM,,,1,,
Français (France),TSHD,TSHD-FR056,Appel du Ver,C,NM,,,1,,
Français (France),TSHD,TSHD-FR061,Absorption de Lumière,C,NM,,,1,,
Français (France),TSHD,TSHD-FR066,Tonnerre Sombre,C,NM,,,1,,
Français (France),5DS3,5DS3-FR001,Footballeur de Combat,C,NM,,,1,,
Français (France),5DS3,5DS3-FR002,Inpachi Ardent,C,NM,,,1,,
Français (France),5DS3,5DS3-FR003,Guerrier Syntoniseur,C,NM,,,1,,
Français (France),5DS3,5DS3-FR005,Explorateur Synchronique,SR,NM,,,1,,
Français (France),5DS3,5DS3-FR006,Insecte Mangeur d'Hommes,C,NM,,,1,,
Français (France),5DS3,5DS3-FR007,Chevalier Hayabusa,C,NM,,,1,,
Français (France),5DS3,5DS3-FR008,Insecte Tronçonneuse,C,NM,,,1,,
Français (France),5DS3,5DS3-FR009,Ver - Apocalypse,C,NM,,,1,,
Français (France),5DS3,5DS3-FR010,Robot Synchronique,C,NM,,,1,,
Français (France),5DS3,5DS3-FR010,Robot Synchronique,C,NM,,,1,,
Français (France),5DS3,5DS3-FR011,Guerrier de Célérité,C,NM,,,1,,
Français (France),5DS3,5DS3-FR012,Hérisson à Boulons,C,NM,,,2,,
Français (France),5DS3,5DS3-FR013,"Galahad, Sabre X",C,NM,,,1,,
Français (France),5DS3,5DS3-FR014,Guerrier Forteresse,C,NM,,,1,,
Français (France),5DS3,5DS3-FR015,Guerrier Tourelle,C,NM,,,1,,
Français (France),5DS3,5DS3-FR016,Maraudeur aux Deux Épées,C,NM,,,1,,
Français (France),5DS3,5DS3-FR017,Bricoleur des Ténèbres,C,NM,,,1,,
Français (France),5DS3,5DS3-FR018,Hors-la-Loi Synchronique,C,NM,,,1,,
Français (France),5DS3,5DS3-FR019,À Moitié Fermé,C,NM,,,1,,
Français (France),5DS3,5DS3-FR020,Tornade Géante,C,NM,,,1,,
Français (France),5DS3,5DS3-FR021,Destruction de Carte,C,NM,,,1,,
Français (France),5DS3,5DS3-FR022,Renfort de l'Armée,C,NM,,,1,,
Français (France),5DS3,5DS3-FR023,Le Guerrier Réincarné,C,NM,,,1,,
Français (France),5DS3,5DS3-FR024,Bannière du Courage,C,NM,,,1,,
Français (France),5DS3,5DS3-FR025,Contrôleur d'Ennemi,C,NM,,,1,,
Français (France),5DS3,5DS3-FR026,Coup du Marteau,C,NM,,,1,,
Français (France),5DS3,5DS3-FR027,Réincarnation de Monstre,C,NM,,,1,,
Français (France),5DS3,5DS3-FR028,Turbo Synchro,C,NM,,,1,,
Français (France),5DS3,5DS3-FR029,Tornade Violente,C,NM,,,1,,
Français (France),5DS3,5DS3-FR030,Trappe,C,NM,,,1,,
Français (France),5DS3,5DS3-FR031,Tornade de Poussière,C,NM,,,1,,
Français (France),5DS3,5DS3-FR032,Interruption de Raigeki,C,NM,,,1,,
Français (France),5DS3,5DS3-FR033,Filin de Survie,C,NM,,,1,,
Français (France),5DS3,5DS3-FR034,Tonneau Secret,C,NM,,,1,,
Français (France),5DS3,5DS3-FR035,Armure de Sakuretsu,C,NM,,,1,,
Français (France),5DS3,5DS3-FR036,Rugissement Menaçant,C,NM,,,1,,
Français (France),5DS3,5DS3-FR037,Energie Ascendante,C,NM,,,1,,
Français (France),5DS3,5DS3-FR038,Pioche de Défense,C,NM,,,1,,
Français (France),5DS3,5DS3-FR039,Robot de la Dévastation,U,NM,,,1,,
Français (France),5DS3,5DS3-FR040,"Urbellum, Sabre X",C,NM,,,1,,
Français (France),5DS3,5DS3-FR041,"Chevalier Gaia, Force de la Terre",C,NM,,,1,,
Français (France),5DS3,5DS3-FR042,"Wayne, Sabre X",SR,NM,,,1,,
Français (France),GLD3,GLD3-FR004,Paladin Amazonesse,C,,,NM,2,,
Français (France),GLD3,GLD3-FR008,Tigresse Amazonesse,C,,,NM,1,,
Français (France),GLD3,GLD3-FR017,Amazonesse avec Chaîne,C,,,NM,1,,
Français (France),GLD3,GLD3-FR033,Maître du Vent de la Vallée de Brume,C,,,NM,1,,
Français (France),HA02,HA02-FR006,Gaïa Genex,SR,NM,,,1,,
Français (France),HA02,HA02-FR007,Machine de Secours Genex,SR,NM,,,1,,
Français (France),HA02,HA02-FR008,Turbine Genex,SR,NM,,,1,,
Français (France),HA02,HA02-FR009,Docteur Genex,SR,NM,,,1,,
Français (France),HA02,HA02-FR013,Oisillion de la Vallée de Brume,SR,NM,,,2,,
Français (France),HA02,HA02-FR014,Exécuteur de la Vallée de Brume,SR,NM,,,1,,
Français (France),HA02,HA02-FR020,"Traqueur, Allié de la Justice",SR,NM,,,1,,
Français (France),HA02,HA02-FR038,Tyrannus Préhistorique,SCR,NM,,,1,,
Français (France),HA02,HA02-FR047,Thaumaturge de la Barrière de Glace,SR,NM,,,1,,
Français (France),HA02,HA02-FR050,"Foreuse Thermique, Allié de la Justice",SR,NM,,,1,,
Français (France),HA02,HA02-FR051,"Ravitailleur Énergétique, Allié de la Justice",SR,NM,,,1,,
Français (France),HA02,HA02-FR060,Roi du Tonnerre de la Vallée de Brume,SCR,NM,,,3,,
Français (France),DREV,DREV-FR024,Électro-Poisson,C,NM,,,1,,
Français (France),DREV,DREV-FR025,Électro-Lémur,C,NM,,,1,,
Français (France),DREV,DREV-FR026,Électro-Faisan,C,NM,,,2,,
Français (France),DREV,DREV-FR030,Shaman Amazonesse,C,NM,,,2,,
Français (France),DREV,DREV-FR031,Apprentie Amazonesse,C,NM,,,1,,
Français (France),DREV,DREV-FR040,Licorne du Tonnerre,UTR,NM,,,1,,
Français (France),DREV,DREV-FR071,Électro-Canon,C,NM,,,1,,
Anglais (Monde),LC01,LC01-EN004,Blue-Eyes White Dragon,U,,,NM,1,,
Français (France),SDMA,SDMA-FR001,Gil Garth,C,NM,,,1,,
Français (France),SDMA,SDMA-FR002,Tomate Mystique,C,NM,,,1,,
Français (France),SDMA,SDMA-FR003,Viser Des le Maléfique,C,NM,,,1,,
Français (France),SDMA,SDMA-FR004,Démon Légendaire,C,NM,,,1,,
Français (France),SDMA,SDMA-FR005,Jeroid des Ténèbres,C,NM,,,1,,
Français (France),SDMA,SDMA-FR006,Newdoria,C,NM,,,1,,
Français (France),SDMA,SDMA-FR007,Espion des Protecteurs du Tombeau,C,NM,,,2,,
Français (France),SDMA,SDMA-FR007,Espion des Protecteurs du Tombeau,C,NM,,,2,,
Français (France),SDMA,SDMA-FR008,Malédiction des Protecteurs du Tombeau,C,NM,,,1,,
Français (France),SDMA,SDMA-FR009,Garde des Protecteurs du Tombeau,C,NM,,,2,,
Français (France),SDMA,SDMA-FR010,Lancier des Protecteurs du Tombeau,C,NM,,,1,,
Français (France),SDMA,SDMA-FR011,Chef des Protecteurs du Tombeau,C,NM,,,1,,
Français (France),SDMA,SDMA-FR012,Canonnier des Protecteurs du Tombeau,C,NM,,,1,,
Français (France),SDMA,SDMA-FR013,Assaillant des Protecteurs du Tombeau,C,NM,,,2,,
Français (France),SDMA,SDMA-FR014,Golem de Lave,U,NM,,,1,,
Français (France),SDMA,SDMA-FR014,Golem de Lave,U,NM,,,1,,
Français (France),SDMA,SDMA-FR015,Drillago,C,NM,,,1,,
Français (France),SDMA,SDMA-FR016,Bowganian,C,NM,,,1,,
Français (France),SDMA,SDMA-FR017,Commandant des Protecteurs du Tombeau,C,NM,,,1,,
Français (France),SDMA,SDMA-FR018,Oracle des Protecteurs du Tombeau,C,NM,,,1,,
Français (France),SDMA,SDMA-FR019,Héritier des Protecteurs du Tombeau,C,NM,,,1,,
Français (France),SDMA,SDMA-FR020,Typhon d'Espace Mystique,C,NM,,,1,,
Français (France),SDMA,SDMA-FR021,Cage d'Acier de Cauchemar,C,NM,,,1,,
Français (France),SDMA,SDMA-FR022,Permutation de Créature,C,NM,,,1,,
Français (France),SDMA,SDMA-FR023,Le Livre de la Lune,C,NM,,,1,,
Français (France),SDMA,SDMA-FR024,Chambre Ténébreuse du Cauchemar,C,NM,,,1,,
Français (France),SDMA,SDMA-FR025,Vallée Mortuaire,C,NM,,,2,,
Français (France),SDMA,SDMA-FR026,Sacrifice Inutile,C,NM,,,1,,
Français (France),SDMA,SDMA-FR027,Excavation de Pierre Magique,C,NM,,,1,,
Français (France),SDMA,SDMA-FR028,Invitation des Ténèbres,C,NM,,,1,,
Français (France),SDMA,SDMA-FR029,Trappe à Acide,C,NM,,,1,,
Français (France),SDMA,SDMA-FR030,Force de Miroir,C,NM,,,1,,
Français (France),SDMA,SDMA-FR031,L'Appel du Squelette,C,NM,,,1,,
Français (France),SDMA,SDMA-FR032,Vendeur de Cercueils,C,NM,,,1,,
Français (France),SDMA,SDMA-FR033,Roue du Cauchemar,C,NM,,,1,,
Français (France),SDMA,SDMA-FR034,Slime Métallique,C,NM,,,1,,
Français (France),SDMA,SDMA-FR035,Catastrophe Infernale,C,NM,,,1,,
Français (France),SDMA,SDMA-FR036,Illusion des Ténèbres,C,NM,,,1,,
Français (France),SDMA,SDMA-FR037,Bête Mystique de Serket,U,NM,,,1,,
Français (France),SDMA,SDMA-FR038,Le Temple des Rois,U,NM,,,1,,
Français (France),STBL,STBL-FR015,Aile Noire - Etesia la Double Lame,C,NM,,,1,,
Français (France),STBL,STBL-FR019,"Karakuri 236 ""Nisamu"" le Soldat",C,NM,,,1,,
Français (France),STBL,STBL-FR021,"Karakuri 248 ""Nishipachi"" le Stratège",C,NM,,,1,,
Français (France),STBL,STBL-FR032,Lucane Naturia,C,,NM,,1,,
Français (France),STBL,STBL-FR057,Boulet des Ténèbres,C,NM,,,1,,
Français (France),STBL,STBL-FR064,Écran Rouge,C,NM,,,1,,
Français (France),STBL,STBL-FR066,Duel de Défenseurs,C,NM,,,1,,
Français (France),STBL,STBL-FR068,Mine Aile Noire,C,NM,,,1,,
Français (France),STBL,STBL-FR071,Manoir Karakuri,C,NM,,,1,,
Français (France),STBL,STBL-FR073,Écrasement de Ferraille,C,NM,,,2,,
Français (France),STBL,STBL-FR085,Recruteur des Protecteurs du Tombeau,R,NM,,,1,,
Français (France),STBL,STBL-FRSP1,Impératrice Archdémon,U,,,NM,1,,
Français (France),DL11,DL11-FR007,Morphojarre,RRO,,NM,,1,,
Français (France),HA03,HA03-FR003,Topi Mythologique,SR,NM,,,1,,
Français (France),HA03,HA03-FR004,Soulkius Mythologique,SCR,NM,,,1,,
Français (France),HA03,HA03-FR018,Troupes de Choc de la Barrière de Glace,SR,NM,,,1,,
Français (France),HA03,HA03-FR021,Caravane de la Barrière de Glace,SR,NM,,,1,,
Français (France),HA03,HA03-FR024,Ver - Ugly,SR,NM,,,2,,
Français (France),HA03,HA03-FR036,Dyf Mythologique,SR,NM,,,2,,
Français (France),HA03,HA03-FR039,Titan Préhistorique,SCR,NM,,,1,,
Français (France),DP10,DP10-FR002,Ptérosaure Bouclier,C,NM,,,1,,
Français (France),DP10,DP10-FR006,Appareil de Support,C,NM,,,1,,
Français (France),DP10,DP10-FR008,Guerrier de Rapidité,C,NM,,,1,,
Français (France),DP10,DP10-FR009,Dévoreur de Dommages,C,NM,,,1,,
Français (France),DP10,DP10-FR009,Dévoreur de Dommages,C,NM,,,1,,
Français (France),DP10,DP10-FR010,Changeur A/D,C,NM,,,1,,
Français (France),DP10,DP10-FR011,Gardien de la Citadelle,C,NM,,,1,,
Français (France),DP10,DP10-FR012,Guerrier Amplificateur,SR,NM,,,1,,
Français (France),DP10,DP10-FR015,Guerrier Méga 1,SR,NM,,,1,,
Français (France),DP10,DP10-FR016,"Draco Equiste, Paladin Dragon",SR,NM,,,1,,
Français (France),DP10,DP10-FR018,Guerrier Foreur,R,NM,,,1,,
Français (France),DP10,DP10-FR019,Cartes de l'Harmonie,C,NM,,,1,,
Français (France),DP10,DP10-FR020,Variétés en Vrac,C,NM,,,1,,
Français (France),DP10,DP10-FR021,Attaque en Angle Mort,C,NM,,,1,,
Français (France),DP10,DP10-FR022,Double Cyclone,C,NM,,,1,,
Français (France),DP10,DP10-FR023,Valse de Combat,R,NM,,,1,,
Français (France),DP10,DP10-FR023,Valse de Combat,R,NM,,,1,,
Français (France),DP10,DP10-FR024,Cadeau Synchro,R,NM,,,1,,
Français (France),DP10,DP10-FR025,Chemin Lumière d'Étoile,R,NM,,,1,,
Français (France),DP10,DP10-FR026,Barrière Synchro,C,NM,,,1,,
Français (France),DP10,DP10-FR027,Armature de Puissance,C,NM,,,1,,
Français (France),DP10,DP10-FR028,Changement Desespéré,C,NM,,,1,,
Français (France),DP10,DP10-FR029,Carte du Sacrifice,R,NM,,,1,,
Français (France),DP10,DP10-FR029,Carte du Sacrifice,R,NM,,,1,,
Français (France),STOR,STOR-FR001,Compas Cosmique,C,NM,,,1,,
Français (France),STOR,STOR-FR005,Sprinteur Top,C,NM,,,1,,
Français (France),STOR,STOR-FR006,Diapason Magnétique,C,,NM,,1,,
Français (France),STOR,STOR-FR006,Diapason Magnétique,C,NM,,,1,,
Français (France),STOR,STOR-FR007,Aile Noire - Boreas le Tranchant,R,NM,,,1,,
Français (France),STOR,STOR-FR008,Aile Noire - Brisote le Vent Arrière,C,NM,,,1,,
Français (France),STOR,STOR-FR009,Aile Noire - Calima la Brume,C,NM,,,1,,
Français (France),STOR,STOR-FR011,"Gullfaxi, Bête Nordique",R,NM,,,1,,
Français (France),STOR,STOR-FR012,"Garmr, Bête Nordique",C,,NM,,1,,
Français (France),STOR,STOR-FR012,"Garmr, Bête Nordique",C,NM,,,1,,
Français (France),STOR,STOR-FR014,"Ljósálfur, Alfe Nordique",C,NM,,,1,,
Français (France),STOR,STOR-FR016,"Dverg, Alfe Nordique",R,NM,,,1,,
Français (France),STOR,STOR-FR018,"Mimir, Ascendant Nordique",C,NM,,,1,,
Français (France),STOR,STOR-FR019,"Tyr, Champion Nordique",R,NM,,,1,,
Français (France),STOR,STOR-FR023,Six Samouraïs Légendaires - Shinai,C,NM,,,1,,
Français (France),STOR,STOR-FR024,Six Samouraïs Légendaires - Mizuho,C,NM,,,1,,
Français (France),STOR,STOR-FR025,Kagemusha des Six Samouraïs,C,NM,,,1,,
Français (France),STOR,STOR-FR026,Ecuyer de Shien,C,NM,,,1,,
Français (France),STOR,STOR-FR027,"Karakuri 313 ""Saizan"" le Chien de Garde",C,NM,,,1,,
Français (France),STOR,STOR-FR028,"Karakuri 919 ""Kuick"" le Ninja",C,NM,,,1,,
Français (France),STOR,STOR-FR029,Ver de Ferraille,R,NM,,,1,,
Français (France),STOR,STOR-FR030,Requin de Ferraille,C,NM,,,1,,
Français (France),STOR,STOR-FR030,Requin de Ferraille,C,NM,,,1,,
Français (France),STOR,STOR-FR032,Électro-Taupe,C,NM,,,1,,
Français (France),STOR,STOR-FR037,Yasha,C,NM,,,1,,
Français (France),STOR,STOR-FR045,"Draupnir, Relique Nordique",C,NM,,,1,,
Français (France),STOR,STOR-FR046,Le Crépuscule des Dieux,C,NM,,,1,,
Français (France),STOR,STOR-FR047,Le Chemin vers Ragnarök,R,NM,,,1,,
Français (France),STOR,STOR-FR049,Rafale Six - Triple Attaque,C,NM,,,1,,
Français (France),STOR,STOR-FR052,Coffre-Fort Karakuri,C,NM,,,1,,
Français (France),STOR,STOR-FR053,Poussière d'Or Karakuri,C,NM,,,1,,
Français (France),STOR,STOR-FR054,Électro-Clé,C,NM,,,1,,
Français (France),STOR,STOR-FR056,Diapason à Réaction,C,NM,,,1,,
Français (France),STOR,STOR-FR057,Sundae au Jeton,C,NM,,,1,,
Français (France),STOR,STOR-FR059,Vent Divin de la Vallée de Brume,C,NM,,,1,,
Français (France),STOR,STOR-FR060,Matière Vylon,C,NM,,,1,,
Français (France),STOR,STOR-FR062,Monde Terminal,C,NM,,,1,,
Français (France),STOR,STOR-FR064,Force Zéro,C,NM,,,1,,
Français (France),STOR,STOR-FR065,Assistance Noire,C,NM,,,1,,
Français (France),STOR,STOR-FR066,"Mjöllnir, Relique Divine",C,NM,,,1,,
Français (France),STOR,STOR-FR067,Autorité Solennelle,C,NM,,,1,,
Français (France),STOR,STOR-FR068,"Brísingamen, Relique Nordique",C,NM,,,1,,
Français (France),STOR,STOR-FR069,"Laevateinn, Relique Nordique",C,NM,,,1,,
Français (France),STOR,STOR-FR072,Oeil d'Odin,C,NM,,,1,,
Français (France),STOR,STOR-FR075,Stratégie de Shien,C,NM,,,1,,
Français (France),STOR,STOR-FR076,Ruée de Jetons,C,NM,,,1,,
Français (France),STOR,STOR-FR078,Tirade du Tyran,C,NM,,,1,,
Français (France),STOR,STOR-FR079,Malédiction Tiki,C,NM,,,1,,
Français (France),STOR,STOR-FR080,Âme Tiki,C,NM,,,1,,
Français (France),STOR,STOR-FR082,Légionnaire de Shien,R,NM,,,1,,
Français (France),STOR,STOR-FR090,Cyberbouclier,C,NM,,,1,,
Français (France),STOR,STOR-FR091,Sablier du Courage,C,NM,,,1,,
Français (France),STOR,STOR-FR092,Balle d'Aiguilles,C,NM,,,1,,
Français (France),STOR,STOR-FR093,Sangsue,C,NM,,,2,,
Français (France),STOR,STOR-FR095,Ver - Illidan,C,NM,,,1,,
Français (France),STOR,STOR-FR095,Ver - Illidan,C,,NM,,1,,
Français (France),STOR,STOR-FRSP1,Vortex le Tourbillon,U,,,NM,1,,
Français (France),WC11,WC11-FR001,Fleur Nécro,SR,,NM,,1,,
Français (France),WC11,WC11-FR002,Sorcière des Fleurs,SR,,NM,,1,,
Français (France),WC11,WC11-FR003,Z-ONE,SR,,NM,,1,,
Français (France),SDDL,SDDL-FR001,Arsenal Dragunité - Leyvaten,U,NM,,,1,,
Français (France),SDDL,SDDL-FR002,Arsenal Dragunité - Mystletainn,SR,NM,,,1,,
Français (France),SDDL,SDDL-FR003,Aklys Dragunité,SR,NM,,,1,,
Français (France),SDDL,SDDL-FR004,Duc Dragunité,C,NM,,,1,,
Français (France),SDDL,SDDL-FR005,Légionnaire Dragunité,C,NM,,,1,,
Français (France),SDDL,SDDL-FR006,Tribun Dragunité,C,NM,,,1,,
Français (France),SDDL,SDDL-FR007,Lance Sombre Dragunité,C,NM,,,1,,
Français (France),SDDL,SDDL-FR008,Militum Dragunité,C,NM,,,1,,
Français (France),SDDL,SDDL-FR009,Primus Pilus Dragunité,C,NM,,,1,,
Français (France),SDDL,SDDL-FR010,Brandistok Dragunité,C,NM,,,1,,
Français (France),SDDL,SDDL-FR011,Javelot Dragunité,C,NM,,,1,,
Français (France),SDDL,SDDL-FR012,Guerrier-Faucon de la Vallée de Brume,C,NM,,,1,,
Français (France),SDDL,SDDL-FR013,Chouette Chasseresse,C,NM,,,1,,
Français (France),SDDL,SDDL-FR014,Garuda l'Esprit du Vent,C,NM,,,1,,
Français (France),SDDL,SDDL-FR015,Kamakiri Volant N°1,C,NM,,,1,,
Français (France),SDDL,SDDL-FR015,Kamakiri Volant N°1,C,NM,,,1,,
Français (France),SDDL,SDDL-FR016,Lance Dragon,C,NM,,,1,,
