SET,#,COST,NAME,TYPE,INK,RARITY,STR,WILL,LORE,MOVE COST,CLASSIFICATIONS,ABILITY,FRANCHISE,FLAVOR TEXT,ILLUSTRATORS,QUANTITY
ROJ,014,2,Perdita - On the Lookout,Character,Amber,Common,1,4,1,,Storyborn · Hero,"KEEPING WATCH While you have a Puppy character in play, this character gets +1 WILL.",101 Dalmatians,"""Where did the forest go? Stay close, my darlings. Something's amiss here."" - Perdita",Carmine Pucci,0
ROJ,028,6,Pluto - Tried and True,Character,Dual Ink,Uncommon,2,7,2,,Storyborn · Ally,"HAPPY HELPER While this character has no damage, he gets +2 STR and gains Support.",Mickey Mouse & Friends,,Raquel Villanueva,0
ROJ,019,3,Pua - Protective Pig,Character,Dual Ink,Uncommon,2,2,1,,Storyborn · Ally,"Bodyguard FREE FRUIT When this character is banished, you may draw a card.",Moana,,Alexandria Neonakis,0
ROJ,015,1,Rhino - One-Sixteenth Wolf,Character,Amber,Common,1,2,1,,Dreamborn · Ally,"TINY HOWL When you play this character, chosen opposing character gets -1 STR until the start of your next turn.",Bolt,"""I eat danger for breakfast.""",Ellie Horie,0
ROJ,030,4,Rhino - Power Hamster,Character,Dual Ink,Super Rare,4,3,2,,Floodborn · Ally,"Shift 2 ⬡ EPIC BALL OF AWESOME While this character has no damage, he gains Resist +2.",Bolt,,Leonardo Giammichele,0
ROJ,026,4,Rolly - Chubby Puppy,Character,Dual Ink,Uncommon,2,3,1,,Storyborn · Puppy,"Support ADORABLE ANTICS When you play this character, you may put a character card from your discard into your inkwell facedown and exerted.",101 Dalmatians,,Oggy Christiansson,0
ROJ,040,1,She's Your Person,Action,Dual Ink,Uncommon,,,,,,Choose one:   - Remove up to 3 damage from chosen character.   - Remove up to 3 damage from each of your characters with Bodyguard.,Bolt,,Samanta Erdini,0
ROJ,017,5,The Colonel - Old Sheepdog,Character,Amber,Rare,3,6,1,,Storyborn · Ally,"WE'VE GOT 'EM OUTNUMBERED While you have 3 or more Puppy characters in play, this character gets +2 STR and +2 LORE.",101 Dalmatians,His training was invaluable in infiltrating the palace.,Mariana Moreno,0
ROJ,044,2,The Nephews' Piggy Bank,Item,Amber,Uncommon,,,,,,"INSIDE JOB If you have a character named Donald Duck in play, you pay 1 ⬡ less to play this item.   PAYOFF Exert - Chosen character gets -1 STR until the start of your next turn.",DuckTales,,Jeremy Adams,0
ROJ,009,4,Tiana - Natural Talent,Character,Amber,Rare,2,4,1,,Storyborn · Hero · Princess,"Singer 6 CAPTIVATING MELODY Whenever you play a song, each opposing character gets -1 STR until the start of your next turn.",The Princess and the Frog,,Milica Celikovic,0
ROJ,022,6,Tramp - Dapper Rascal,Character,Dual Ink,Super Rare,2,8,2,,Floodborn · Hero,"Shift 4 ⬡ PLAY IT COOL During an opponent's turn, whenever one of your characters is banished, you may draw a card.",Lady and the Tramp,,Erika Wiseman,0
ROJ,043,2,Trials and Tribulations,Action · Song,Amber,Uncommon,,,,,,Chosen character gets -4 STR until the start of your next turn.,The Princess and the Frog,,Pauline Voss,0
ROJ,024,7,Wreck-It Ralph - Big Lug,Character,Dual Ink,Super Rare,7,5,1,,Floodborn · Hero · Racer,"Shift 5 ⬡ BACK ON TRACK When you play this character and whenever he quests, you may return a Racer character card with cost 6 or less from your discard to your hand. If you do, gain 1 lore.",Wreck-It Ralph,,Javi Salas,0
ROJ,050,6,Abu - Illusory Pachyderm,Character,Dual Ink,Uncommon,3,7,1,,Dreamborn · Ally · Illusion,"Vanish GRASPING TRUNK Whenever this character quests, gain lore equal to the LORE of chosen opposing character.",Aladdin,,Grace Tran,0
ROJ,072,6,Anna - Magical Mission,Character,Dual Ink,Rare,3,6,2,,Floodborn · Hero · Queen · Sorcerer,"Shift 4 ⬡, Support COORDINATED PLAN Whenever this character quests, if you have a character named Elsa in play, you may draw a card.",Frozen,,Luigi Aimè,0
ROJ,063,3,Bambi - Little Prince,Character,Amethyst,Legendary,1,1,3,,Storyborn · Hero · Prince,"SAY HELLO When you play this character, gain 1 lore.   KIND OF BASHFUL When an opponent plays a character, return this character to your hand.",Bambi,,Brian Weisz,0
ROJ,057,2,Bambi - Prince of the Forest,Character,Amethyst,Common,3,2,1,,Storyborn · Hero · Prince,,Bambi,"As he grew older, he began to understand his responsibilities to all the creatures of the woods.",Heidi Neunhoffer,0
ROJ,071,2,Blue Fairy - Guiding Light,Character,Dual Ink,Uncommon,2,2,1,,Storyborn · Ally · Fairy,"Evasive, Support",Pinocchio,,Mané Kandalyan Manderson,0
ROJ,051,4,Bruno Madrigal - Single-Minded,Character,Amethyst,Common,3,4,1,,Storyborn · Ally · Madrigal,"STANDING TALL When you play this character, chosen opposing character can't ready at the start of their next turn.",Encanto,"""I'm not in the vision business right now. I'm in the stopping you business.""",Natalia Trykowska,0
ROJ,075,5,Camilo Madrigal - Center Stage,Character,Amethyst,Common,4,4,2,,Storyborn · Ally · Madrigal,"ENCORE! ENCORE! When this character is banished in a challenge, return this card to your hand.",Encanto,"""My primo Camilo won't stop until he makes you smile today."" - Mirabel",Carlos Gomes Cabral,0
ROJ,046,4,Druun - Ravenous Plague,Character,Amethyst,Uncommon,1,5,1,,Storyborn · Villain,Challenger +4,Raya and the Last Dragon,"""They've always been here. Waiting for a moment of weakness to attack."" - Sisu",Alex Accorsi,0
ROJ,060,4,Elsa - Fierce Protector,Character,Amethyst,Rare,3,4,1,,Storyborn · Hero · Queen · Sorcerer,"ICE OVER 1 ⬡, Choose and discard a card - Exert chosen opposing character.",Frozen,"""I have to protect my sister. You're not going anywhere!""",Hedvig Häggman-Sund,0
ROJ,082,4,Everybody's Got a Weakness,Action,Amethyst,Rare,,,,,,Move 1 damage counter from each damaged character you have in play to chosen opposing character. Draw a card for each damage counter moved this way.,Hercules,,Linh Dang,0
ROJ,079,9,Fantastical and Magical,Action · Song,Amethyst,Rare,,,,,,"Sing Together 9 For each character that sang this song, draw a card and gain 1 lore.",Encanto,,Natalia Trykowska,0
ROJ,076,3,Flower - Shy Skunk,Character,Amethyst,Rare,3,3,1,,Storyborn · Ally,"LOOKING FOR FRIENDS Whenever you play another character, look at the top card of your deck. Put it on either the top of the bottom of your deck.",Bambi,His sweet nature outmatches all the blooms in the meadow.,Sandra Rios,0
ROJ,077,5,Forest Duel,Action,Amethyst,Uncommon,,,,,,"Your characters gain Challenger +2 and ""When this character is banished in a challenge, return this card to your hand"" this turn.",Bambi,"Fight with honor, win with dignity.",Viv Tanner,0
ROJ,048,7,Hades - Ruthless Tyrant,Character,Dual Ink,Super Rare,3,6,2,,Dreamborn · Villain · Deity,"SHORT ON PATIENCE When you play this character and whenever he quests, you may deal 2 damage to another chosen character of yours to draw 2 cards.",Hercules,"""Don't forget–I'm the guy with the leverage here.""",Marcel Berg,0
ROJ,084,2,Ice Spikes,Item,Dual Ink,Uncommon,,,,,,"HOLD STILL When you play this item, exert chosen opposing character.   IT'S STUCK Exert, 1 ⬡ - Exert chosen opposing item. It can't ready at the start of its next turn.",Frozen,,Priya Kakati,0
ROJ,081,3,Into the Unknown,Action · Song,Dual Ink,Super Rare,,,,,,Put chosen exerted character into their player's inkwell facedown and exerted.,Frozen,,Maria Dresden,0
ROJ,074,5,Jafar - High Sultan of Lorcana,Character,Dual Ink,Super Rare,4,4,3,,Dreamborn · Villain · King · Sorcerer,"DARK POWER Whenever this character quests, you may draw a card, then choose and discard a card. If an Illusion character card is discarded this way, you may play that character for free.",Aladdin,,Cristian Romero,0
ROJ,062,2,Jiminy Cricket - Level-Headed and Wise,Character,Amethyst,Rare,1,1,1,,Storyborn · Mentor,"Evasive ENOUGH'S ENOUGH While this character is exerted, opposing characters with Rush enter play exerted.",Pinocchio,,Rosa la Barbera / Livio Cacciatore,0
ROJ,053,4,Kuzco - Bored Royal,Character,Amethyst,Common,1,3,1,,Storyborn · King,"LLAMA BREATH When you play this character, you may return chosen character, item, or location with cost 2 or less to their player's hand.",The Emperor's New Groove,"""Wait'll they get a whiff of this . . .""",Rachel Elese,0
ROJ,067,7,Kuzco - Impulsive Llama,Character,Dual Ink,Rare,5,5,2,,Floodborn · King,"Shift 4 ⬡ WHAT DOES THIS DO? When you play this character, each opponent chooses one of their characters and puts that card on the bottom of their deck. Then, each opponent may draw a card.",The Emperor's New Groove,,Kendall Hale,0
ROJ,049,3,Lena Sabrewing - Pure Energy,Character,Dual Ink,Uncommon,1,3,1,,Dreamborn · Hero · Sorcerer,Evasive SUPERNATURAL VENGEANCE Exert - Deal 1 damage to chosen character.,DuckTales,,Federico Maria Cugliari,0
ROJ,069,6,Madam Mim - Rhino,Character,Dual Ink,Uncommon,6,5,1,,Floodborn · Villain · Sorcerer,"Shift 2 ⬡ MAKE WAY, COMING THROUGH! When you play this character, banish her or return another chosen character of yours to your hand.",The Sword in the Stone,,Alibeth Zermeno,0
ROJ,059,3,Madam Mim - Up to No Good,Character,Amethyst,Uncommon,4,3,1,,Storyborn · Villain · Sorcerer,,The Sword in the Stone,"""They think they know my tricks . . . Oh, this one's going to be marvelously malicious!""",Wouter Bruneel,0
ROJ,047,3,Madame Medusa - Deceiving Partner,Character,Dual Ink,Uncommon,3,3,1,,Storyborn · Villain,"DOUBLE-CROSS When you play this character, you may deal 2 damage to another chosen character of yours to return chosen character with cost 2 or less to their player's hand.",The Rescuers,,Heidi Neunhoffer,0
ROJ,066,5,Magica De Spell - Shadow Form,Character,Dual Ink,Uncommon,3,3,2,,Storyborn · Villain · Sorcerer,"Evasive DANCE OF DARKNESS When you play this character, you may return another chosen character of yours to your hand to draw a card.",DuckTales,,Sandara Tang,0
ROJ,054,3,Megara - Part of the Plan,Character,Amethyst,Common,2,5,1,,Dreamborn · Ally,"CONTENTIOUS ALLIANCE While you have a character named Hades in play, this character gains Challenger +2.",Hercules,"""The sooner we get this done, the sooner I'm free . . . of you.""",Samanta Erdini,0
ROJ,064,8,Monstro - Infamous Whale,Character,Amethyst,Rare,6,8,2,,Storyborn,Rush FULL BREACH Choose and discard a card - Ready this character. He can't quest for the rest of this turn.,Pinocchio,,Alexandria Neonakis,0
ROJ,070,2,Mother Gothel - Knows What's Best,Character,Dual Ink,Rare,1,3,1,,Storyborn · Villain · Sorcerer,"LOOK WHAT YOU'VE DONE When you play this character, you may deal 2 damage to another chosen character of yours to give that character Challenger +1 and ""When this character is banished in a challenge, return this card to your hand"" this turn.",Tangled,,Joel DuQue,0
ROJ,065,2,Nero - Fearsome Crocodile,Character,Amethyst,Common,2,3,1,,Storyborn · Ally,AND MEAN Exert - Move 1 damage counter from this character to chosen opposing character.,The Rescuers,He's identical to Brutus in temperament and toothiness.,Teresita Q. / SCG,0
ROJ,045,1,Palace Guard - Spectral Sentry,Character,Amethyst,Common,1,4,1,,Dreamborn · Ally · Illusion,Vanish,Aladdin,"""All of the power of the normal guards, with none of the insolence."" - Jafar",Eva Widermann,0
ROJ,061,4,Pinocchio - Strings Attached,Character,Amethyst,Legendary,0,4,2,,Storyborn · Hero,"Evasive GOT TO KEEP REAL QUIET Once during your turn, whenever you ready this character, you may draw a card.",Pinocchio,,Hedvig Häggman-Sund,0
ROJ,058,3,Poe De Spell - Magica's Brother,Character,Amethyst,Common,3,4,1,,Storyborn · Ally · Sorcerer,,DuckTales,"""Sister, dear, if we turn all the townspeople into frogs, who will give us our gold and turnips?""",Kamil Murzyn,0
ROJ,080,3,Pull the Lever!,Action,Dual Ink,Uncommon,,,,,,Choose one:   - Draw 2 cards.   - Each opponent chooses and discards a card.,The Emperor's New Groove,,Mario Manzanares,0
ROJ,052,1,Royal Guard - Octopus Soldier,Character,Amethyst,Common,1,2,1,,Storyborn,"HEAVILY ARMED Whenever you draw a card, this character gains Challenger +1 this turn.",The Emperor's New Groove,,Rachel Elese,0
ROJ,056,4,Ryder - Fleet-Footed Infiltrator,Character,Amethyst,Common,3,4,1,,Storyborn · Ally,Evasive,Frozen,"""Sheesh, what is it with this high sultan guy? Can't he put in stairs like a normal person?""",Lisanne Koeteeuw,0
ROJ,083,2,Scarab,Item,Amethyst,Common,,,,,,"SEARCH THE SANDS Exert, 2 ⬡ - Return an Illusion character card from your discard to your hand.",Aladdin,"""If we can catch one, maybe we can recalibrate it to help us get rid of Jafar's illusions!"" - Venturo, an Illumineer",Carlos Ruiz,0
ROJ,073,5,The Sultan - Royal Apparition,Character,Dual Ink,Rare,5,5,2,,Dreamborn · Ally · King · Illusion,"Vanish COMMANDING PRESENCE Whenever one of your Illusion characters quests, exert chosen opposing character.",Aladdin,,Max Ulichney,0
ROJ,078,3,They Never Come Back,Action,Amethyst,Uncommon,,,,,,Up to 2 chosen characters can't ready at the start of their next turn. Draw a card.,Pinocchio,"""You boys have had your fun. Now, pay for it."" - The Coachman",Saulo Nate,0
ROJ,055,3,Yelana - Northuldra Leader,Character,Amethyst,Common,2,3,2,,Storyborn · Ally,"WE ONLY TRUST NATURE When you play this character, chosen character gains Challenger +2 this turn.",Frozen,,Aisha Durmagambetova,0
ROJ,068,6,Yzma - On Edge,Character,Dual Ink,Super Rare,3,6,2,,Storyborn · Villain · Sorcerer,"WHY DO WE EVEN HAVE THAT LEVER? When you play this character, if you have a card named Pull the Lever! in your discard, you may search your deck for a card named Wrong Lever! and reveal that card to all players. Put that card into your hand and shuffle your deck.",The Emperor's New Groove,,Julien Vandois,0
ROJ,104,6,Alice - Clumsy as Can Be,Character,Dual Ink,Rare,2,6,2,,Floodborn · Hero,"Shift 3 ⬡ ACCIDENT PRONE Whenever this character quest, put 1 damage counter on each other character.",Alice in Wonderland,,Arianna Rea,0
ROJ,113,3,Archimedes - Resourceful Owl,Character,Emerald,Rare,2,2,2,,Storyborn · Ally,"YOU DON'T NEED THAT When you play this character, you may banish chosen item.   NOW, THAT'S NOT BAD During your turn, whenever an item is banished, you may draw a card, then choose and discard a card.",The Sword in the Stone,,Gwawi,0
ROJ,086,7,Basil - Undercover Detective,Character,Emerald,Rare,5,4,2,,Dreamborn · Hero · Detective,"INCAPACITATE When you play this character, you may return chosen character to their player's hand.   INTERFERE Whenever this character quests, chosen opponent discards a card at random.",The Great Mouse Detective,,Stefano Spagnuolo,0
ROJ,090,1,Bill the Lizard - Chimney Sweep,Character,Emerald,Common,1,2,1,,Storyborn,"NOTHING TO IT While another character in play has damage, this character gains Evasive.",Alice in Wonderland,"""We need a lazard with a lizard!"" - White Rabbit",Kendall Hale,0
ROJ,109,5,Captain Hook - The Pirate King,Character,Dual Ink,Rare,4,5,2,,Floodborn · Villain · King · Pirate · Captain,"Shift 3 ⬡ GIVE 'EM ALL YOU GOT! Once during your turn, whenever an opposing character is damaged, your Pirate characters get +2 STR and gain Resist +2 this turn.",Peter Pan,,Kenneth Anderson,0
ROJ,088,4,Chaca - Junior Chipmunk,Character,Emerald,Common,3,3,1,,Storyborn · Ally,"IN CAHOOTS When you play this character, if you have a character named Tipo in play, chosen opposing character gains Reckless during their next turn.",The Emperor's New Groove,,Florencia Vazquez,0
ROJ,119,2,Chem Purse,Item,Emerald,Common,,,,,,"HERE'S THE BEST PART Whenever you play a character, if you used Shift to play them, they get +4 STR this turn.",Big Hero 6,"""Cute, but also potentially devastating. Perfect."" - Honey Lemon",Jared Nickerl,0
ROJ,097,4,Chip - Quick Thinker,Character,Emerald,Uncommon,3,2,1,,Storyborn · Hero,"I'LL HANDLE THIS When you play this character, chosen opponent chooses and discards a card.",Rescue Rangers,"""Don't worry, Dale! I've got you!""",Brian Weisz,0
ROJ,094,1,Dale - Bumbler,Character,Emerald,Common,1,3,1,,Storyborn · Hero,,Rescue Rangers,"""You're the fearless copilot who can handle any job. . . . Did I say fearless? I meant brainless!"" - Chip",Wouter Bruneel,0
ROJ,108,3,Don Karnage - Air Pirate Leader,Character,Dual Ink,Uncommon,3,2,1,,Storyborn · Villain · Prince · Pirate,"Evasive SCORNFUL TALENT Whenever you play an action that isn't a song, chosen opposing character gains Reckless during their next turn.",TaleSpin,,Leonardo Giammichele,0
